trial,D,W,ID,MT,error
0,132,18,3.0588936890535683,1415.0562286376953,0
1,141,9,4.058893689053568,1244.2378997802734,1
2,66,9,3.0588936890535683,1056.8716526031494,1
3,453,151,2.0,799.9820709228516,0
4,425,28,4.016012317988631,997.145414352417,0
5,66,9,3.0588936890535683,998.2001781463623,0
6,340,113,2.0031882776310477,976.3500690460205,0
7,226,75,2.004800986263821,801.5127182006836,0
8,283,18,4.0636946753173895,1153.892993927002,0
9,529,75,3.009586048829198,910.9914302825928,0
10,141,9,4.058893689053568,1420.2194213867188,1
11,141,9,4.058893689053568,1195.2476501464844,1
12,453,151,2.0,714.09010887146,0
13,340,113,2.0031882776310477,918.6949729919434,0
14,566,37,4.026560826271135,1028.179407119751,0
15,113,37,2.019365324866931,980.4046154022217,0
16,566,37,4.026560826271135,1311.1093044281006,0
17,425,28,4.016012317988631,1241.417407989502,0
18,113,37,2.019365324866931,1039.6251678466797,0
19,264,37,3.0241663111307524,1258.1686973571777,0
20,264,37,3.0241663111307524,863.9516830444336,0
21,453,151,2.0,759.3543529510498,0
22,113,37,2.019365324866931,831.6240310668945,0
23,566,37,4.026560826271135,1425.5805015563965,0
24,226,75,2.004800986263821,741.4324283599854,0
25,283,18,4.0636946753173895,1039.0870571136475,0
26,226,75,2.004800986263821,761.084794998169,0
27,529,75,3.009586048829198,977.9784679412842,0
28,566,37,4.026560826271135,978.5346984863281,0
29,141,9,4.058893689053568,1121.1588382720947,0
30,132,18,3.0588936890535683,1044.1370010375977,0
31,264,37,3.0241663111307524,1353.0244827270508,0
32,132,18,3.0588936890535683,1265.5839920043945,0
33,529,75,3.009586048829198,867.7937984466553,0
34,226,75,2.004800986263821,708.2326412200928,0
35,226,75,2.004800986263821,751.960039138794,0
36,66,9,3.0588936890535683,1422.041416168213,0
37,113,37,2.019365324866931,900.7854461669922,0
38,340,113,2.0031882776310477,775.8471965789795,0
39,529,75,3.009586048829198,793.0841445922852,0
40,425,28,4.016012317988631,1030.4744243621826,0
41,66,9,3.0588936890535683,875.7681846618652,0
42,566,37,4.026560826271135,1300.3582954406738,0
43,132,18,3.0588936890535683,833.8789939880371,0
44,425,28,4.016012317988631,1162.0337963104248,0
45,264,37,3.0241663111307524,1002.6843547821045,0
46,453,151,2.0,665.9133434295654,0
47,283,18,4.0636946753173895,1026.9966125488281,0
48,283,18,4.0636946753173895,1115.1866912841797,0
49,283,18,4.0636946753173895,1225.959062576294,1
50,264,37,3.0241663111307524,873.2264041900635,0
51,425,28,4.016012317988631,936.0477924346924,0
52,340,113,2.0031882776310477,748.4462261199951,0
53,141,9,4.058893689053568,661.6106033325195,1
54,132,18,3.0588936890535683,859.5342636108398,0
55,66,9,3.0588936890535683,956.8467140197754,0
56,113,37,2.019365324866931,952.9628753662109,0
57,529,75,3.009586048829198,1166.008472442627,0
58,340,113,2.0031882776310477,635.4947090148926,0
59,453,151,2.0,600.8996963500977,0
