trial,D,W,ID,MT,error
0,566,37,4.026560826271135,764.336347579956,0
1,264,37,3.0241663111307524,630.0430297851562,0
2,566,37,4.026560826271135,646.4309692382812,0
3,453,151,2.0,500.89120864868164,0
4,141,9,4.058893689053568,814.3858909606934,1
5,113,37,2.019365324866931,492.62547492980957,0
6,113,37,2.019365324866931,496.4334964752197,0
7,453,151,2.0,477.76174545288086,0
8,132,18,3.0588936890535683,646.5921401977539,1
9,113,37,2.019365324866931,460.71672439575195,0
10,264,37,3.0241663111307524,908.1504344940186,0
11,132,18,3.0588936890535683,669.8935031890869,1
12,226,75,2.004800986263821,480.971097946167,0
13,226,75,2.004800986263821,528.8114547729492,0
14,132,18,3.0588936890535683,612.9095554351807,0
15,66,9,3.0588936890535683,613.8768196105957,1
16,141,9,4.058893689053568,728.7380695343018,1
17,425,28,4.016012317988631,672.9426383972168,1
18,529,75,3.009586048829198,610.4176044464111,0
19,113,37,2.019365324866931,535.1989269256592,0
20,529,75,3.009586048829198,595.8888530731201,0
21,141,9,4.058893689053568,681.1332702636719,1
22,340,113,2.0031882776310477,563.2615089416504,0
23,141,9,4.058893689053568,938.2369518280029,1
24,340,113,2.0031882776310477,554.1133880615234,0
25,283,18,4.0636946753173895,854.426383972168,1
26,340,113,2.0031882776310477,549.2360591888428,0
27,226,75,2.004800986263821,564.0685558319092,0
28,425,28,4.016012317988631,677.2291660308838,1
29,453,151,2.0,506.0434341430664,0
30,566,37,4.026560826271135,640.1669979095459,0
31,425,28,4.016012317988631,668.2708263397217,0
32,425,28,4.016012317988631,700.3810405731201,0
33,264,37,3.0241663111307524,544.0640449523926,0
34,132,18,3.0588936890535683,582.8952789306641,1
35,340,113,2.0031882776310477,510.5922222137451,0
36,453,151,2.0,514.2307281494141,0
37,141,9,4.058893689053568,776.2508392333984,1
38,66,9,3.0588936890535683,1148.1420993804932,0
39,425,28,4.016012317988631,597.1167087554932,1
40,529,75,3.009586048829198,572.8697776794434,0
41,226,75,2.004800986263821,499.7687339782715,0
42,66,9,3.0588936890535683,821.1929798126221,1
43,66,9,3.0588936890535683,678.0641078948975,0
44,566,37,4.026560826271135,726.9902229309082,1
45,66,9,3.0588936890535683,682.0080280303955,1
46,283,18,4.0636946753173895,714.2751216888428,1
47,566,37,4.026560826271135,668.2937145233154,0
48,529,75,3.009586048829198,616.619348526001,0
49,340,113,2.0031882776310477,486.65499687194824,0
50,283,18,4.0636946753173895,575.8309364318848,1
51,132,18,3.0588936890535683,660.088300704956,0
52,226,75,2.004800986263821,526.3473987579346,0
53,264,37,3.0241663111307524,610.6138229370117,0
54,283,18,4.0636946753173895,579.4587135314941,1
55,283,18,4.0636946753173895,620.9845542907715,1
56,453,151,2.0,493.90316009521484,0
57,264,37,3.0241663111307524,624.6380805969238,1
58,529,75,3.009586048829198,649.6851444244385,0
59,113,37,2.019365324866931,613.0475997924805,0
