trial,D,W,ID,MT,error
0,283,18,4.0636946753173895,1574.4075775146484,1
1,340,113,2.0031882776310477,730.5808067321777,0
2,425,28,4.016012317988631,1008.9271068572998,0
3,529,75,3.009586048829198,1085.5045318603516,1
4,113,37,2.019365324866931,880.8639049530029,0
5,566,37,4.026560826271135,906.9256782531738,0
6,226,75,2.004800986263821,761.9161605834961,0
7,529,75,3.009586048829198,465.52395820617676,1
8,283,18,4.0636946753173895,147.38035202026367,1
9,113,37,2.019365324866931,234.58456993103027,1
10,226,75,2.004800986263821,396.35419845581055,1
11,264,37,3.0241663111307524,1690.4377937316895,0
12,66,9,3.0588936890535683,1063.8632774353027,1
13,283,18,4.0636946753173895,1210.0269794464111,0
14,226,75,2.004800986263821,859.2288494110107,0
15,566,37,4.026560826271135,1048.2089519500732,0
16,66,9,3.0588936890535683,1056.070327758789,0
17,529,75,3.009586048829198,919.3224906921387,0
18,566,37,4.026560826271135,1081.7441940307617,0
19,453,151,2.0,809.8433017730713,0
20,141,9,4.058893689053568,1006.8416595458984,0
21,453,151,2.0,709.9499702453613,0
22,425,28,4.016012317988631,1037.53662109375,0
23,132,18,3.0588936890535683,1223.7215042114258,0
24,141,9,4.058893689053568,1240.555763244629,1
25,113,37,2.019365324866931,1122.387409210205,0
26,425,28,4.016012317988631,969.3553447723389,0
27,132,18,3.0588936890535683,1092.895746231079,0
28,425,28,4.016012317988631,912.8673076629639,0
29,340,113,2.0031882776310477,922.2455024719238,0
30,340,113,2.0031882776310477,880.000114440918,0
31,425,28,4.016012317988631,1103.7583351135254,0
32,566,37,4.026560826271135,910.4149341583252,0
33,283,18,4.0636946753173895,1325.3931999206543,0
34,141,9,4.058893689053568,1057.4102401733398,1
35,453,151,2.0,728.9419174194336,0
36,141,9,4.058893689053568,1808.0453872680664,0
37,264,37,3.0241663111307524,993.3633804321289,0
38,66,9,3.0588936890535683,1120.1038360595703,0
39,283,18,4.0636946753173895,1510.6496810913086,0
40,566,37,4.026560826271135,1027.437448501587,0
41,340,113,2.0031882776310477,848.0565547943115,0
42,264,37,3.0241663111307524,1035.3608131408691,0
43,66,9,3.0588936890535683,1234.7538471221924,1
44,529,75,3.009586048829198,962.4111652374268,1
45,226,75,2.004800986263821,836.9085788726807,0
46,141,9,4.058893689053568,1436.80739402771,0
47,132,18,3.0588936890535683,1406.0351848602295,0
48,66,9,3.0588936890535683,1424.2873191833496,0
49,113,37,2.019365324866931,797.8255748748779,0
50,132,18,3.0588936890535683,1042.7303314208984,0
51,132,18,3.0588936890535683,1026.6852378845215,0
52,264,37,3.0241663111307524,1029.106855392456,0
53,453,151,2.0,875.6804466247559,0
54,226,75,2.004800986263821,716.9561386108398,0
55,113,37,2.019365324866931,1026.6344547271729,0
56,529,75,3.009586048829198,811.8557929992676,0
57,264,37,3.0241663111307524,909.9240303039551,0
58,340,113,2.0031882776310477,736.1364364624023,0
59,453,151,2.0,665.2324199676514,0
