trial,D,W,ID,MT,error
0,132,18,3.0588936890535683,488.19804191589355,1
1,264,37,3.0241663111307524,621.0556030273438,1
2,113,37,2.019365324866931,618.2534694671631,0
3,425,28,4.016012317988631,683.1579208374023,0
4,141,9,4.058893689053568,717.3388004302979,1
5,529,75,3.009586048829198,608.9136600494385,0
6,283,18,4.0636946753173895,644.5522308349609,1
7,264,37,3.0241663111307524,619.8945045471191,0
8,425,28,4.016012317988631,619.4746494293213,0
9,113,37,2.019365324866931,603.4324169158936,0
10,340,113,2.0031882776310477,384.25254821777344,0
11,340,113,2.0031882776310477,451.810359954834,0
12,529,75,3.009586048829198,615.2999401092529,1
13,66,9,3.0588936890535683,679.5382499694824,1
14,66,9,3.0588936890535683,671.5888977050781,1
15,529,75,3.009586048829198,550.9250164031982,0
16,141,9,4.058893689053568,899.477481842041,1
17,113,37,2.019365324866931,418.0784225463867,0
18,141,9,4.058893689053568,465.1072025299072,1
19,264,37,3.0241663111307524,516.8540477752686,0
20,283,18,4.0636946753173895,514.0361785888672,1
21,226,75,2.004800986263821,509.6607208251953,1
22,453,151,2.0,432.5573444366455,0
23,566,37,4.026560826271135,569.1421031951904,1
24,113,37,2.019365324866931,660.2652072906494,0
25,453,151,2.0,420.46093940734863,1
26,226,75,2.004800986263821,465.4204845428467,0
27,113,37,2.019365324866931,561.1543655395508,0
28,453,151,2.0,399.6763229370117,0
29,340,113,2.0031882776310477,605.8657169342041,0
30,66,9,3.0588936890535683,484.70163345336914,1
31,566,37,4.026560826271135,182.55996704101562,1
32,453,151,2.0,579.4217586517334,0
33,529,75,3.009586048829198,634.4316005706787,0
34,226,75,2.004800986263821,610.1889610290527,0
35,425,28,4.016012317988631,645.6339359283447,1
36,264,37,3.0241663111307524,471.7750549316406,1
37,340,113,2.0031882776310477,452.43239402770996,0
38,283,18,4.0636946753173895,644.9010372161865,1
39,566,37,4.026560826271135,628.0410289764404,0
40,141,9,4.058893689053568,533.6005687713623,1
41,340,113,2.0031882776310477,598.6897945404053,0
42,283,18,4.0636946753173895,730.999231338501,1
43,566,37,4.026560826271135,470.3328609466553,1
44,226,75,2.004800986263821,418.0936813354492,0
45,529,75,3.009586048829198,545.7086563110352,0
46,283,18,4.0636946753173895,547.1343994140625,1
47,425,28,4.016012317988631,578.2332420349121,1
48,425,28,4.016012317988631,794.1515445709229,0
49,226,75,2.004800986263821,427.4005889892578,0
50,132,18,3.0588936890535683,460.587739944458,1
51,132,18,3.0588936890535683,462.5244140625,0
52,566,37,4.026560826271135,602.6611328125,0
53,66,9,3.0588936890535683,826.2934684753418,1
54,141,9,4.058893689053568,684.9439144134521,1
55,453,151,2.0,448.50778579711914,0
56,66,9,3.0588936890535683,616.7709827423096,1
57,264,37,3.0241663111307524,473.41442108154297,0
58,132,18,3.0588936890535683,453.40657234191895,1
59,132,18,3.0588936890535683,1016.0629749298096,1
