trial,D,W,ID,MT,error,subject_id,group_id,device
43,15.0,1.0,4.026560826271135,564.5754337310791,0,1,0,0
44,7.5,0.5,4.0636946753173895,548.1133460998535,1,1,0,0
45,1.75,0.25,3.0588936890535683,588.0355834960938,1,1,0,0
46,12.0,4.0,2.0,515.6857967376709,0,1,0,0
47,9.0,3.0,2.0031882776310477,529.8745632171631,0,1,0,0
48,14.0,2.0,3.009586048829198,450.18577575683594,0,1,0,0
49,7.5,0.5,4.0636946753173895,621.7873096466064,1,1,0,0
50,7.0,1.0,3.0241663111307524,463.22154998779297,0,1,0,0
51,15.0,1.0,4.026560826271135,666.9065952301025,0,1,0,0
52,3.5,0.5,3.0588936890535683,580.796480178833,1,1,0,0
53,3.75,0.25,4.058893689053568,482.4812412261963,1,1,0,0
54,6.0,2.0,2.004800986263821,612.8039360046387,0,1,0,0
55,6.0,2.0,2.004800986263821,484.67493057250977,0,1,0,0
56,7.5,0.5,4.0636946753173895,516.3986682891846,1,1,0,0
57,3.75,0.25,4.058893689053568,564.1746520996094,1,1,0,0
58,11.25,0.75,4.016012317988631,446.5792179107666,0,1,0,0
59,1.75,0.25,3.0588936890535683,846.4107513427734,0,1,0,0
0,7.5,0.5,4.0636946753173895,613.4603023529053,0,2,1,0
1,14.0,2.0,3.009586048829198,524.0888595581055,0,2,1,0
2,9.0,3.0,2.0031882776310477,532.8619480133057,0,2,1,0
3,3.0,1.0,2.019365324866931,563.7176036834717,1,2,1,0
4,9.0,3.0,2.0031882776310477,416.7313575744629,0,2,1,0
5,11.25,0.75,4.016012317988631,454.4990062713623,1,2,1,0
6,3.75,0.25,4.058893689053568,547.64723777771,1,2,1,0
7,3.5,0.5,3.0588936890535683,502.5637149810791,1,2,1,0
8,6.0,2.0,2.004800986263821,465.8842086791992,0,2,1,0
9,3.75,0.25,4.058893689053568,484.4343662261963,1,2,1,0
10,12.0,4.0,2.0,432.3709011077881,0,2,1,0
11,3.0,1.0,2.019365324866931,416.8097972869873,1,2,1,0
12,7.5,0.5,4.0636946753173895,426.7995357513428,1,2,1,0
13,3.5,0.5,3.0588936890535683,447.7536678314209,1,2,1,0
14,3.75,0.25,4.058893689053568,524.9879360198975,1,2,1,0
15,12.0,4.0,2.0,488.05856704711914,0,2,1,0
16,9.0,3.0,2.0031882776310477,499.265193939209,0,2,1,0
17,7.0,1.0,3.0241663111307524,399.045467376709,0,2,1,0
18,1.75,0.25,3.0588936890535683,431.514024734497,1,2,1,0
19,14.0,2.0,3.009586048829198,514.7271156311035,0,2,1,0
20,15.0,1.0,4.026560826271135,665.5638217926025,0,2,1,0
21,9.0,3.0,2.0031882776310477,513.9133930206299,0,2,1,0
22,15.0,1.0,4.026560826271135,534.705638885498,0,2,1,0
23,1.75,0.25,3.0588936890535683,496.07396125793457,1,2,1,0
24,1.75,0.25,3.0588936890535683,480.18741607666016,1,2,1,0
25,3.0,1.0,2.019365324866931,466.3887023925781,1,2,1,0
26,11.25,0.75,4.016012317988631,532.6783657073975,0,2,1,0
27,15.0,1.0,4.026560826271135,599.9782085418701,1,2,1,0
28,6.0,2.0,2.004800986263821,448.7247467041016,0,2,1,0
29,7.5,0.5,4.0636946753173895,482.41138458251953,1,2,1,0
30,11.25,0.75,4.016012317988631,518.3126926422119,0,2,1,0
31,3.5,0.5,3.0588936890535683,498.95429611206055,1,2,1,0
32,7.0,1.0,3.0241663111307524,498.492956161499,1,2,1,0
33,15.0,1.0,4.026560826271135,598.9127159118652,1,2,1,0
34,14.0,2.0,3.009586048829198,448.37355613708496,0,2,1,0
35,12.0,4.0,2.0,512.094259262085,0,2,1,0
36,3.0,1.0,2.019365324866931,743.1585788726807,1,2,1,0
37,3.5,0.5,3.0588936890535683,481.43506050109863,1,2,1,0
38,14.0,2.0,3.009586048829198,570.7545280456543,0,2,1,0
39,1.75,0.25,3.0588936890535683,533.332347869873,1,2,1,0
40,7.0,1.0,3.0241663111307524,577.7337551116943,1,2,1,0
41,3.75,0.25,4.058893689053568,600.6796360015869,1,2,1,0
42,3.0,1.0,2.019365324866931,547.6381778717041,1,2,1,0
43,15.0,1.0,4.026560826271135,583.3165645599365,1,2,1,0
44,12.0,4.0,2.0,478.0876636505127,0,2,1,0
45,7.5,0.5,4.0636946753173895,543.6491966247559,1,2,1,0
46,6.0,2.0,2.004800986263821,681.8211078643799,0,2,1,0
47,7.0,1.0,3.0241663111307524,485.6092929840088,1,2,1,0
48,14.0,2.0,3.009586048829198,510.5493068695069,0,2,1,0
49,9.0,3.0,2.0031882776310477,368.7460422515869,0,2,1,0
50,1.75,0.25,3.0588936890535683,492.5076961517334,1,2,1,0
51,6.0,2.0,2.004800986263821,548.40087890625,0,2,1,0
52,11.25,0.75,4.016012317988631,846.3208675384521,1,2,1,0
53,6.0,2.0,2.004800986263821,401.3264179229736,0,2,1,0
54,7.0,1.0,3.0241663111307524,615.485429763794,1,2,1,0
55,3.5,0.5,3.0588936890535683,380.46717643737793,1,2,1,0
56,11.25,0.75,4.016012317988631,498.93879890441895,1,2,1,0
57,7.5,0.5,4.0636946753173895,398.38480949401855,1,2,1,0
58,12.0,4.0,2.0,437.5886917114258,0,2,1,0
59,3.75,0.25,4.058893689053568,528.4180641174316,1,2,1,0
0,7.0,1.0,3.0241663111307524,1524.2784023284912,0,2,1,1
1,12.0,4.0,2.0,584.7961902618408,1,2,1,1
2,7.5,0.5,4.0636946753173895,710.1402282714844,1,2,1,1
3,6.0,2.0,2.004800986263821,748.110294342041,1,2,1,1
4,3.5,0.5,3.0588936890535683,897.031307220459,1,2,1,1
5,9.0,3.0,2.0031882776310477,865.2873039245605,0,2,1,1
6,7.5,0.5,4.0636946753173895,844.7322845458984,1,2,1,1
7,3.75,0.25,4.058893689053568,1134.4361305236816,1,2,1,1
8,1.75,0.25,3.0588936890535683,969.879388809204,1,2,1,1
9,7.5,0.5,4.0636946753173895,935.6379508972168,0,2,1,1
10,3.5,0.5,3.0588936890535683,945.0654983520508,0,2,1,1
11,3.5,0.5,3.0588936890535683,977.7438640594482,0,2,1,1
12,11.25,0.75,4.016012317988631,878.3106803894043,1,2,1,1
13,7.0,1.0,3.0241663111307524,1034.604787826538,0,2,1,1
14,15.0,1.0,4.026560826271135,1058.4821701049805,1,2,1,1
15,14.0,2.0,3.009586048829198,897.2282409667969,0,2,1,1
16,15.0,1.0,4.026560826271135,1132.321834564209,0,2,1,1
17,7.5,0.5,4.0636946753173895,863.6035919189453,1,2,1,1
18,14.0,2.0,3.009586048829198,784.3554019927979,0,2,1,1
19,11.25,0.75,4.016012317988631,1185.9183311462402,0,2,1,1
20,7.0,1.0,3.0241663111307524,698.2500553131104,0,2,1,1
21,3.0,1.0,2.019365324866931,657.8519344329834,0,2,1,1
22,9.0,3.0,2.0031882776310477,842.5214290618896,0,2,1,1
23,14.0,2.0,3.009586048829198,1028.991460800171,0,2,1,1
24,1.75,0.25,3.0588936890535683,1464.7150039672852,1,2,1,1
25,11.25,0.75,4.016012317988631,1243.6652183532717,0,2,1,1
26,12.0,4.0,2.0,1099.8828411102295,0,2,1,1
27,1.75,0.25,3.0588936890535683,1623.1215000152588,0,2,1,1
28,3.75,0.25,4.058893689053568,1161.2036228179932,1,2,1,1
29,3.75,0.25,4.058893689053568,1322.9079246520996,0,2,1,1
30,9.0,3.0,2.0031882776310477,794.1088676452637,0,2,1,1
31,3.0,1.0,2.019365324866931,999.9425411224364,1,2,1,1
32,7.0,1.0,3.0241663111307524,896.9123363494873,0,2,1,1
33,15.0,1.0,4.026560826271135,928.2898902893066,0,2,1,1
34,11.25,0.75,4.016012317988631,903.395175933838,0,2,1,1
35,12.0,4.0,2.0,642.6956653594971,0,2,1,1
36,3.0,1.0,2.019365324866931,1173.9895343780518,0,2,1,1
37,7.0,1.0,3.0241663111307524,916.588306427002,0,2,1,1
38,15.0,1.0,4.026560826271135,1018.0609226226808,0,2,1,1
39,6.0,2.0,2.004800986263821,779.7813415527344,0,2,1,1
40,14.0,2.0,3.009586048829198,943.0577754974364,0,2,1,1
41,9.0,3.0,2.0031882776310477,1784.3787670135498,0,2,1,1
42,12.0,4.0,2.0,897.6807594299316,0,2,1,1
43,1.75,0.25,3.0588936890535683,1164.6831035614014,0,2,1,1
44,14.0,2.0,3.009586048829198,1077.4497985839844,0,2,1,1
45,3.5,0.5,3.0588936890535683,1097.224473953247,0,2,1,1
46,11.25,0.75,4.016012317988631,1016.7112350463868,1,2,1,1
47,6.0,2.0,2.004800986263821,944.7991847991944,0,2,1,1
48,3.5,0.5,3.0588936890535683,1102.4837493896484,0,2,1,1
49,15.0,1.0,4.026560826271135,992.5897121429444,1,2,1,1
50,3.75,0.25,4.058893689053568,1044.3642139434814,1,2,1,1
51,7.5,0.5,4.0636946753173895,1162.4221801757812,0,2,1,1
52,6.0,2.0,2.004800986263821,763.690710067749,0,2,1,1
53,12.0,4.0,2.0,658.4346294403076,0,2,1,1
54,3.0,1.0,2.019365324866931,1097.973108291626,0,2,1,1
55,6.0,2.0,2.004800986263821,709.0497016906738,0,2,1,1
56,9.0,3.0,2.0031882776310477,773.1986045837402,0,2,1,1
57,3.75,0.25,4.058893689053568,1406.5375328063965,0,2,1,1
58,1.75,0.25,3.0588936890535683,1176.76043510437,0,2,1,1
59,3.0,1.0,2.019365324866931,1252.6633739471436,0,2,1,1
0,7.0,1.0,3.0241663111307524,1072.136163711548,0,3,0,1
1,1.75,0.25,3.0588936890535683,1115.0908470153809,0,3,0,1
2,15.0,1.0,4.026560826271135,712.4297618865967,1,3,0,1
3,14.0,2.0,3.009586048829198,1036.4258289337158,0,3,0,1
4,7.5,0.5,4.0636946753173895,979.8917770385742,0,3,0,1
5,1.75,0.25,3.0588936890535683,952.69513130188,0,3,0,1
6,14.0,2.0,3.009586048829198,746.9851970672607,0,3,0,1
7,3.0,1.0,2.019365324866931,762.2370719909668,0,3,0,1
8,3.0,1.0,2.019365324866931,659.254789352417,0,3,0,1
9,14.0,2.0,3.009586048829198,762.1116638183594,0,3,0,1
10,12.0,4.0,2.0,682.1551322937012,0,3,0,1
